Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
Lil Wayne-Mahogany,2,,139,,"871,511","1,615,062"
Clyde McPhatter & The Drifters-White Christmas (02-04-54),1,,172,,"1,614,143","1,614,143"
j-hope-i wonder...,1,,109,,"1,613,730","1,613,730"
Yeat-No morë talk,1,,82,,"1,613,366","1,613,366"
Travis Scott-Mamacita,1,,126,,"1,612,744","1,612,744"
JENNIE-with the IE (way up),1,,117,,"1,612,524","1,612,524"
Eladio Carrion-Bendecido,1,,98,,"1,612,139","1,612,139"
Morgan Wallen-Neon Eyes,2,,140,,"880,225","1,611,431"
Migos-Too Playa,2,,103,,"944,904","1,610,224"
Metallica-Enter Sandman,2,,195,,"807,879","1,608,053"
Natanael Cano-En Corto,1,,115,,"1,607,600","1,607,600"
Gazo-NANANI NANANA,1,,126,,"1,606,621","1,606,621"
Jack Harlow-They Don't Love It,1,,86,,"1,606,422","1,606,422"
Zach Bryan-High Road,1,,115,,"1,604,341","1,604,341"
Lana Del Rey-In My Feelings,3,,147,,"676,461","1,603,867"
Malik Montana-Jetlag,2,,156,,"817,928","1,603,221"
"Perry Como-Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",4,,150,,"682,284","1,603,070"
Ozuna-Enemigos Ocultos,2,,129,,"883,187","1,602,666"
PARTYNEXTDOOR-OMW,1,,149,,"1,602,329","1,602,329"
Offset-WORTH IT,1,,101,,"1,600,942","1,600,942"
Burl Ives-Rudolph The Red Nosed Reindeer,3,,95,,"753,008","1,600,877"
iLoveMemphis-Hit the Quan - Original Version,7,,175,,"250,012","1,599,112"
Benzz-Je M'appelle,2,,193,,"824,318","1,598,687"
Agust D-Snooze,1,,94,,"1,597,589","1,597,589"
Davido-Funds,1,,159,,"1,597,263","1,597,263"
Juice WRLD-Cuffed,1,,128,,"1,596,651","1,596,651"
J. Cole-3001,1,,110,,"1,595,930","1,595,930"
Mora-BANDIDA,1,,93,,"1,595,275","1,595,275"
Zach Bryan-Deep Satin,1,,84,,"1,592,043","1,592,043"
One Direction-Change Your Ticket,9,,109,,"222,848","1,590,807"
MAGIC!-Rude - Zedd Remix,7,,109,,"255,065","1,590,383"
Sfera Ebbasta-Anche Stasera,1,,86,,"1,589,821","1,589,821"
ZAYN-BoRdErSz,5,,95,,"466,788","1,589,154"
Lil Uzi Vert-Werewolf,1,,118,,"1,588,779","1,588,779"
Sunstroke Project-Hey Mamma,3,,135,,"551,792","1,586,763"
Metro Boomin-Lesbian,2,,103,,"951,459","1,585,569"
Chance the Rapper-Eternal,2,,112,,"853,073","1,583,921"
Drake-Wick Man,1,,89,,"1,582,114","1,582,114"
Taylor Swift-Safe & Sound,1,,96,,"1,582,079","1,582,079"
Future-Luv Bad Bitches,1,,112,,"1,581,502","1,581,502"
Doode-Groupies,2,,186,,"810,483","1,581,400"
Trippie Redd-Together,2,,85,,"982,439","1,581,309"
J. Cole-Stealth Mode,1,,115,,"1,580,739","1,580,739"
Quevedo-GRAN VÍA,1,,132,,"1,580,162","1,580,162"
Gorillaz-Tranz,2,,98,,"1,003,298","1,579,827"
Quevedo-KASSANDRA,1,,134,,"1,579,578","1,579,578"
Connie Francis-Winter Wonderland,2,,13,,"900,576","1,577,612"
Future-OCEAN,1,,142,,"1,575,832","1,575,832"
Lady Gaga-John Wayne,4,,108,,"526,947","1,574,455"
Anuel AA-Que Se Joda,2,,132,,"856,832","1,574,117"
NAV-Codeine,2,,102,,"918,955","1,572,021"
Sleep Token-Provider,1,,119,,"1,571,332","1,571,332"
Luke Combs-Without You,2,,147,,"835,073","1,570,969"
Dargen D'Amico-Dove Si Balla,2,,147,,"802,786","1,570,695"
Future-All to Myself,1,,113,,"1,570,330","1,570,330"
Kali Uchis-fue mejor,2,,167,,"833,291","1,570,013"
ENHYPEN-Tamed-Dashed,2,,149,,"821,876","1,569,357"
Morgan Wallen-Kick Myself,1,,118,,"1,569,169","1,569,169"
Nicki Minaj-Let Me Calm Down,1,,121,,"1,566,966","1,566,966"
BTS-No More Dream,1,,69,,"1,565,935","1,565,935"
Pusha T-The Games We Play,2,,117,,"921,407","1,565,782"
"The Kid LAROI-F*CK YOU, GOODBYE",2,,159,,"832,297","1,564,903"
Tones And I-Bad Child,2,,147,,"911,602","1,564,144"
Playboi Carti-Stop Breathing,1,,124,,"1,564,042","1,564,042"
Lady Gaga-Blade Of Grass,1,,128,,"1,563,973","1,563,973"
Mc Don Juan-Não Vou Te Bloquear - Ao vivo,2,,166,,"836,465","1,562,912"
Migos-Beast,2,,105,,"931,510","1,562,242"
The Beatles-She Loves You - Mono / Remastered,5,,140,,"466,977","1,561,640"
Ufo361-Playlist,2,,122,,"902,707","1,560,665"
The Strokes-The Adults Are Talking,2,,94,,"901,463","1,559,581"
TWICE-Strategy,1,,171,,"1,558,689","1,558,689"
Ariana Grande-Thinking Bout You,5,,175,,"329,883","1,557,706"
Agust D-SDL,1,,100,,"1,556,985","1,556,985"
J. Cole-Trae The Truth in Ibiza,1,,123,,"1,555,662","1,555,662"
Beyoncé-AMEN,1,,119,,"1,553,755","1,553,755"
Chris Brown-Loyal,9,,183,,"193,711","1,553,193"
Reynmen-Melek,2,,177,,"786,856","1,552,938"
Ty Dolla $ign-Expensive,2,,124,,"884,947","1,552,100"
Mora-LO MISMO DE SIEMPRE,1,,105,,"1,550,105","1,550,105"
Young Thug-Cars Bring Me Out,1,,99,,"1,550,061","1,550,061"
GoldSkull-TO THE,2,,130,,"783,737","1,549,314"
aespa-Next Level,2,,150,,"800,397","1,548,380"
Charlie Puth-The Way I Am,2,,125,,"855,702","1,547,886"
Imagine Dragons-Cool Out,2,,124,,"931,036","1,543,037"
Trippie Redd-Forever Ever,2,,97,,"926,604","1,542,675"
Logic-YSIV,2,,128,,"913,062","1,542,023"
ENHYPEN-Blessed-Cursed,2,,179,,"772,332","1,541,870"
Linkin Park-Breaking The Habit,2,,83,,"1,002,207","1,540,458"
Charli xcx-Talk talk,1,,140,,"1,538,949","1,538,949"
Troye Sivan-Bloom,2,,96,,"954,444","1,538,036"
Beyoncé-Sandcastles,2,,124,,"842,098","1,537,738"
Mitski-Working for the Knife,2,,151,,"785,165","1,536,912"
Ninho-Goutte d'eau,2,,133,,"868,626","1,533,271"
Agust D-Life Goes On,1,,104,,"1,532,860","1,532,860"
Quevedo-DURO,1,,148,,"1,532,391","1,532,391"
Charli xcx-I might say something stupid featuring the 1975 & jon hopkins,1,,127,,"1,532,021","1,532,021"
Tate McRae-Like I do,1,,132,,"1,531,557","1,531,557"
Junior H-SERPIENTE,1,,117,,"1,528,127","1,528,127"
TABLO-Stop The Rain (TABLO X RM),1,,106,,"1,528,097","1,528,097"
Mora-PIDE,1,,91,,"1,523,739","1,523,739"
$uicideboy$-The Thin Grey Line,1,,136,,"1,523,541","1,523,541"
Morgan Wallen-20 Cigarettes,1,,127,,"1,523,266","1,523,266"
Miley Cyrus-Handstand,1,,98,,"1,522,419","1,522,419"
Kim Loaiza-Mal Hombre,1,,84,,"1,522,305","1,522,305"
DJ Khaled-Weather the Storm,2,,158,,"837,002","1,521,724"
Chance the Rapper-Mixtape,5,,171,,"327,614","1,521,033"
Jeff Costa-Xerecard,2,,169,,"786,682","1,520,569"
Sleep Token-Gethsemane,1,,128,,"1,520,169","1,520,169"
Stray Kids-DOMINO,2,,142,,"814,210","1,518,431"
Camila Cabello-HOT UPTOWN,1,,143,,"1,518,423","1,518,423"
blink-182-ONE MORE TIME,1,,100,,"1,517,266","1,517,266"
ROSALÍA-PROMESA,1,,113,,"1,515,936","1,515,936"
2 Chainz-Momma I Hit A Lick,2,,134,,"862,205","1,515,838"
Nicki Minaj-Beep Beep,1,,131,,"1,515,507","1,515,507"
Playboi Carti-Beno!,1,,129,,"1,513,901","1,513,901"
A$AP Rocky-M'$,6,,100,,"328,557","1,513,550"
Simone Mendes-Dois Tristes - Ao Vivo,1,,131,,"1,513,063","1,513,063"
Rita Ora-I Will Never Let You Down,6,,49,,"349,801","1,512,427"
Wesley Safadão-Eu Já Tava Bem - Ao Vivo,2,,185,,"790,041","1,512,112"
Zach Bryan-Oklahoman Son,1,,110,,"1,511,667","1,511,667"
Zach Bryan-The Great American Bar Scene,1,,135,,"1,511,199","1,511,199"
XXXTENTACION-YuNg BrAtZ,2,,117,,"892,573","1,510,825"
Troye Sivan-Lucky Strike,2,,95,,"957,109","1,508,945"
5 Seconds of Summer-Fly Away,6,,93,,"349,559","1,508,202"
Lana Del Rey-Dealer,2,,168,,"768,126","1,507,146"
Meek Mill-Respect The Game,2,,167,,"786,945","1,506,429"
Lil Kleine-Drank & Drugs,8,,155,,"210,614","1,505,479"
Matheus & Kauan-Expectativa x Realidade,2,,163,,"765,597","1,505,255"
Charli xcx-Club classics featuring bb trickz,1,,140,,"1,505,241","1,505,241"
j-hope-STOP,1,,61,,"1,505,013","1,505,013"
Imagine Dragons-West Coast,2,,138,,"882,873","1,504,271"
Ufo361-7,2,,151,,"758,384","1,503,933"
Future-Where My Twin @ - Bonus,1,,145,,"1,502,956","1,502,956"
KAROL G-ME TENGO QUE IR,1,,100,,"1,502,834","1,502,834"
SaRaha-Kizunguzungu,5,,114,,"385,999","1,501,795"
Migos-Flooded,2,,106,,"920,747","1,501,273"
PARTYNEXTDOOR-GREEDY,1,,166,,"1,500,753","1,500,753"
Şanışer-Susamam,2,,139,,"825,680","1,500,424"
¥$-KEYS TO MY LIFE,1,,120,,"1,500,198","1,500,198"
KAROL G-OKI DOKI,1,,101,,"1,499,907","1,499,907"
Luca Hänni-She Got Me,2,,125,,"781,040","1,499,777"
Morgan Wallen-Tennessee Fan,1,,116,,"1,498,298","1,498,298"
Nipsey Hussle-Last Time That I Checc'd,2,,130,,"825,853","1,498,155"
Sfera Ebbasta-Momenti No,1,,109,,"1,498,039","1,498,039"
Chance the Rapper-Juke Jam,3,,128,,"553,928","1,497,855"
Eladio Carrion-Mbappé - Remix,1,,111,,"1,496,518","1,496,518"
Morgan Wallen-Cover Me Up,2,,178,,"770,477","1,495,735"
PARTYNEXTDOOR-GLORIOUS,1,,168,,"1,495,685","1,495,685"
Stray Kids-Walkin On Water,1,,161,,"1,495,218","1,495,218"
Morgan Wallen-Interlude,1,,134,,"1,494,895","1,494,895"
Peso Pluma-ME ACTIVO,1,,140,,"1,494,845","1,494,845"
Tiësto-God Is A Dancer,2,,126,,"850,703","1,493,637"
Yeat-Shmunk,1,,94,,"1,492,354","1,492,354"
Childish Gambino-Algorhythm,2,,126,,"803,151","1,491,973"
Mumford & Sons-Monster,6,,100,,"300,517","1,491,840"
Migos-Open It Up,2,,114,,"890,025","1,491,148"
Future-Promise U That,2,,148,,"840,983","1,489,579"
Bing Crosby-What Child Is This?/The Holly And The Ivy,2,,163,,"779,163","1,488,568"
Yeat-Power Trip,1,,130,,"1,487,815","1,487,815"
Taylor Swift-Eyes Open (Taylor's Version),1,,113,,"1,486,765","1,486,765"
PARTYNEXTDOOR-WHEN HE'S GONE,1,,170,,"1,485,765","1,485,765"
Louis Tomlinson-Two of Us,2,,152,,"813,241","1,485,341"
Quevedo-IGUALES,1,,162,,"1,485,324","1,485,324"
Jin-Nothing Without Your Love,1,,138,,"1,485,304","1,485,304"
Logic-America,2,,84,,"943,392","1,485,288"
Young Thug-High,2,,129,,"912,240","1,484,027"
DUSTY LOCANE-ROLLIN N CONTROLLIN FREESTYLE,2,,183,,"775,128","1,482,956"
Future-Show of Hands,1,,140,,"1,482,542","1,482,542"
Post Malone-Missin’ You Like This (Feat. Luke Combs),1,,153,,"1,481,924","1,481,924"
Florence + The Machine-Ship To Wreck,7,,115,,"284,735","1,479,955"
Morgan Wallen-TN,1,,141,,"1,479,615","1,479,615"
Tiago Doidão-Tá na Hora do Jair Já Ir Embora,1,,65,,"1,479,431","1,479,431"
Orelsan-Rêves bizarres,2,,135,,"811,230","1,478,641"
Stray Kids-Hall of Fame,1,,120,,"1,478,242","1,478,242"
Travis Scott-Quintana Pt. 2,1,,160,,"1,477,975","1,477,975"
Seinabo Sey-Younger - Kygo Remix,11,,172,,"179,343","1,477,725"
Eladio Carrion-Padre Tiempo,1,,114,,"1,477,441","1,477,441"
Rauw Alejandro-Carita Linda,1,,125,,"1,476,930","1,476,930"
"Toby Keith-Courtesy Of The Red, White And Blue (The Angry American)",1,,143,,"1,476,794","1,476,794"
Metro Boomin-Only You,2,,115,,"881,091","1,476,660"
Wizkid-Bad Girl,1,,164,,"1,476,463","1,476,463"
Zach Bryan-Nine Ball,1,,104,,"1,475,805","1,475,805"
Pusha T-Hard Piano,2,,128,,"870,238","1,475,294"
Little Mix-Strip,2,,113,,"887,676","1,474,719"
Kelsea Ballerini-Cowboys Cry Too,1,,150,,"1,473,790","1,473,790"
j-hope-What if…,1,,64,,"1,471,954","1,471,954"
KAROL G-BICHOTAG,1,,106,,"1,471,921","1,471,921"
j-hope-Safety Zone,1,,65,,"1,471,444","1,471,444"
Future-Tycoon,2,,121,,"829,086","1,470,721"
TOMORROW X TOGETHER-Do It Like That,1,,135,,"1,469,667","1,469,667"
Stray Kids-Runners,1,,163,,"1,469,650","1,469,650"
KAROL G-DISPO,1,,108,,"1,469,340","1,469,340"
Dua Lipa-Whatcha Doing,1,,155,,"1,469,117","1,469,117"
¥$-LIFESTYLE,1,,133,,"1,469,097","1,469,097"
Natanael Cano-Viejo Lobo,1,,138,,"1,468,909","1,468,909"
Junior H-LA CHERRY,1,,125,,"1,468,407","1,468,407"
MERO-Malediven,2,,148,,"817,821","1,467,890"
Melanie Martinez-TUNNEL VISION,1,,114,,"1,467,382","1,467,382"
Post Malone-Devil I've Been (Feat. ERNEST),1,,160,,"1,466,344","1,466,344"
Sfera Ebbasta-3uphon,1,,119,,"1,466,149","1,466,149"
Dreamville-Wells Fargo,2,,142,,"828,744","1,465,237"
Sech-Confía,2,,157,,"783,674","1,464,907"
The 1975-It's Not Living (If It's Not With You),2,,146,,"816,694","1,463,484"
Natanael Cano-Como Es,1,,111,,"1,463,067","1,463,067"
Nicki Minaj-Big Difference,1,,145,,"1,462,370","1,462,370"
Galantis-Gold Dust,8,,150,,"217,772","1,462,143"
Jin-Loser,1,,146,,"1,461,661","1,461,661"
Zach Bryan-Mechanical Bull,1,,147,,"1,461,200","1,461,200"
Stray Kids-Super Bowl,1,,122,,"1,460,804","1,460,804"
Lil Baby-All In,2,,133,,"796,456","1,460,726"
Lil Uzi Vert-The Rush,1,,146,,"1,459,333","1,459,333"
Logic-Hallelujah,2,,85,,"927,057","1,459,024"
Post Malone-Hide My Gun (Feat. HARDY),1,,165,,"1,457,958","1,457,958"
NF-MOTTO,1,,106,,"1,457,449","1,457,449"
Juice WRLD-KTM Drip,1,,163,,"1,457,050","1,457,050"
Childish Gambino-12.38,2,,145,,"735,426","1,456,832"
"TOMORROW X TOGETHER-Farewell, Neverland",1,,91,,"1,456,773","1,456,773"
Meek Mill-Tic Tac Toe,2,,176,,"770,096","1,456,318"
Stray Kids-BLIND SPOT,1,,107,,"1,455,683","1,455,683"
Niall Horan-Meltdown,1,,118,,"1,454,374","1,454,374"
Post Malone-Sign Me Up,1,,128,,"1,453,521","1,453,521"
Robin Bengtsson-Constellation Prize,5,,133,,"347,976","1,453,133"
Fifth Harmony-BO$$,11,,104,,"191,129","1,452,360"
Mac Miller-Tambourine Dream,1,,149,,"1,452,259","1,452,259"
Kygo-Fiction,4,,90,,"535,016","1,450,169"
James Brown-Say It Loud - I'm Black And I'm Proud,1,,51,,"1,449,156","1,449,156"
Toby Keith-Should've Been A Cowboy,1,,124,,"1,447,873","1,447,873"
ENHYPEN-Drunk-Dazed,2,,159,,"757,397","1,447,039"
¥$-PROBLEMATIC,1,,128,,"1,446,993","1,446,993"
Quevedo-LOS DÍAS CONTADOS,1,,174,,"1,445,078","1,445,078"
BRADO-Kafa Leyla,2,,146,,"786,355","1,445,027"
Lana Del Rey-The Grants,1,,123,,"1,444,519","1,444,519"
¥$-530,1,,139,,"1,444,285","1,444,285"
AlunaGeorge-I'm In Control,5,,172,,"324,405","1,443,481"
Rauw Alejandro-Mil Mujeres,1,,174,,"1,443,428","1,443,428"
Mata-Kiss cam (podryw roku),2,,178,,"722,476","1,442,888"
Rihanna-Never Ending,5,,147,,"300,126","1,442,758"
John Carpenter-Halloween Theme,1,,168,,"1,442,494","1,442,494"
Bill Withers-Lean on Me,2,,141,,"740,049","1,440,768"
Muse-Mercy,7,,139,,"234,620","1,440,649"
Mora-CÓRCEGA,1,,109,,"1,440,195","1,440,195"
Michael Bublé-Ave Maria,4,,100,,"435,994","1,440,010"
Pusha T-Infrared,2,,158,,"762,356","1,439,319"
"Glee Cast-Baby, It's Cold Outside (Glee Cast Version)",3,,163,,"569,815","1,438,232"
Florence + The Machine-Jenny of Oldstones (Game of Thrones),2,,168,,"751,680","1,437,457"
Lil Baby-Stand On It,1,,77,,"1,437,293","1,437,293"
G-Eazy-One Of Them,5,,100,,"385,736","1,437,118"
Amy Kaylee-,2,,89,,"746,983","1,436,272"
Pop Smoke-Good News,1,,67,,"1,436,036","1,436,036"
Future-Nights Like This,1,,153,,"1,435,502","1,435,502"
Rihanna-Lift Me Up - Instrumental,1,,93,,"1,435,222","1,435,222"
Teddy Swims-Are You Even Real,1,,149,,"1,434,907","1,434,907"
LISA-FXCK UP THE WORLD (Vixi Solo Version),1,,150,,"1,434,458","1,434,458"
WALLA-101,8,,173,,"193,876","1,434,429"
Lorde-Favourite Daughter,1,,124,,"1,434,412","1,434,412"
Sfera Ebbasta-NON METTERCI BECCO,1,,142,,"1,434,385","1,434,385"
LOVE BGM JPN-Danza Kuduro - Cover,1,,155,,"1,434,074","1,434,074"
Rihanna-James Joint,5,,139,,"314,054","1,433,518"
Tate McRae-hurt my feelings,1,,153,,"1,430,059","1,430,059"
Giorgio Moroder-Déjà vu,7,,129,,"261,128","1,429,849"
mc jhenny-Chamo Teu Vulgo Malvadão,2,,185,,"778,968","1,429,521"
Stray Kids-ITEM,1,,133,,"1,428,887","1,428,887"
ROSÉ-not the same,1,,200,,"1,428,846","1,428,846"
Naeleck-Christmas Kaboom,1,,179,,"1,428,512","1,428,512"
The Weeknd-Without a Warning,1,,150,,"1,428,170","1,428,170"
Nicki Minaj-Fallin 4 U,1,,156,,"1,426,493","1,426,493"
Katy Perry-LIFETIMES,1,,145,,"1,426,144","1,426,144"
Arcángel-Amantes y Amigos,2,,181,,"730,770","1,425,676"
Mora-MÁS QUE ALGO,1,,130,,"1,425,143","1,425,143"
Eladio Carrion-Si Salimos,1,,127,,"1,425,137","1,425,137"
Jin-Rope It,1,,152,,"1,425,110","1,425,110"
Charli xcx-365 featuring shygirl,1,,164,,"1,424,675","1,424,675"
The Beatles-Yellow Submarine - Remastered,4,,112,,"557,059","1,421,651"
Shawn Mendes-Higher,1,,81,,"1,421,475","1,421,475"
Mac Miller-Friendly Hallucinations,1,,160,,"1,421,168","1,421,168"
Lazza-FENTANYL,1,,179,,"1,418,581","1,418,581"
Lizzo-Special,1,,103,,"1,417,842","1,417,842"
Lil Uzi Vert-Chill Bae,1,,153,,"1,417,738","1,417,738"
Juice WRLD-Until The Plug Comes Back Around,1,,86,,"1,417,642","1,417,642"
Us The Duo-Shake It Off,10,,156,,"156,494","1,417,390"
Panic! At The Disco-(Fuck A) Silver Lining,2,,134,,"735,460","1,416,367"
Daryl Hall & John Oates-Rich Girl,1,,157,,"1,416,232","1,416,232"
A$AP Rocky-JD,5,,90,,"361,283","1,416,175"
Playboi Carti-DIFFERENT DAY,1,,139,,"1,415,591","1,415,591"
Hugo & Guilherme-Mentirosa - Ao Vivo,1,,138,,"1,415,381","1,415,381"
Shugoazy-Lithe Fall Back,1,,194,,"1,415,329","1,415,329"
¥$-RIVER,1,,142,,"1,415,103","1,415,103"
J. Cole-cLOUDs,1,,156,,"1,414,240","1,414,240"
Young Thug-Money On The Dresser,1,,133,,"1,413,615","1,413,615"
Eladio Carrion-El Hokage,1,,130,,"1,412,760","1,412,760"
Luck Ra-La Morocha,1,,79,,"1,411,849","1,411,849"
MC Ingryd-Vem Me Satisfazer,2,,161,,"776,944","1,410,819"
Central Cee-No Introduction,1,,157,,"1,410,698","1,410,698"
¥$-HUSBAND,1,,143,,"1,410,661","1,410,661"
Rauw Alejandro-IL Capo,1,,184,,"1,410,570","1,410,570"
Wesley Safadão-Passatempo,2,,196,,"761,393","1,407,880"
Trippie Redd-BANG!,2,,122,,"819,239","1,407,862"
Childish Gambino-Time,2,,144,,"737,093","1,406,161"
Gracie Abrams-Risk,1,,164,,"1,406,100","1,406,100"
Agust D-Polar Night,1,,130,,"1,406,074","1,406,074"
Mora-TEMA DE JORY,1,,138,,"1,405,569","1,405,569"
Stray Kids-Stray Kids,1,,181,,"1,405,415","1,405,415"
Reynmen-Leila,2,,180,,"717,466","1,404,298"
Lil Uzi Vert-Feelings Mutual,2,,107,,"838,458","1,402,539"
"Metallica-Atlas, Rise!",3,,95,,"632,440","1,402,363"
Gucci Mane-Guwop Home,4,,126,,"430,226","1,400,776"
Natanael Cano-Como Es Arriba Es Abajo,1,,152,,"1,400,683","1,400,683"
Panic! At The Disco-King Of The Clouds,2,,121,,"813,555","1,400,382"
Justin Timberlake-Midnight Summer Jam,2,,106,,"865,887","1,399,525"
Post Malone-Never Love You Again (Feat. Sierra Ferrell),1,,179,,"1,399,203","1,399,203"
Ariana Grande-Best Mistake,7,,45,,"392,851","1,398,972"
Zach Bryan-Oak Island,1,,158,,"1,398,720","1,398,720"
Latto-Blick Sum,1,,141,,"1,398,162","1,398,162"
Mora-UN DESEO,1,,118,,"1,397,427","1,397,427"
Lil Uzi Vert-CS,1,,155,,"1,397,130","1,397,130"
Ariana Grande-the boy is mine,1,,166,,"1,397,044","1,397,044"
Lewis Capaldi-Survive,1,,136,,"1,395,629","1,395,629"
KEiiNO-Spirit in the Sky,2,,139,,"734,410","1,395,314"
KAROL G-Dile Luna,1,,134,,"1,394,163","1,394,163"
Peso Pluma-SR. SMITH,1,,168,,"1,392,889","1,392,889"
Stray Kids-COMFLEX,1,,124,,"1,392,450","1,392,450"
Disclosure-You & Me - Flume Remix,10,,151,,"159,032","1,392,227"
Marília Mendonça-Quero Você do Jeito Que Quiser,2,,188,,"720,741","1,392,067"
j-hope-Music Box : Reflection,1,,71,,"1,391,767","1,391,767"
Lorde-Current Affairs,1,,138,,"1,391,620","1,391,620"
J Balvin-Doblexxó,1,,161,,"1,391,033","1,391,033"
Lil Uzi Vert-Paars In The Mars,1,,160,,"1,388,911","1,388,911"
j-hope-Future,1,,72,,"1,388,177","1,388,177"
Aretha Franklin-Chain of Fools,2,,141,,"714,957","1,387,872"
A$AP Rocky-HIGHJACK,1,,161,,"1,387,650","1,387,650"
KAROL G-Cuando Me Muera Te Olvido,1,,135,,"1,387,150","1,387,150"
Big Sean-Bigger Than Me,3,,161,,"516,206","1,386,814"
Future-All My Life,1,,165,,"1,386,101","1,386,101"
Sixpence None The Richer-Kiss Me,1,,194,,"1,384,784","1,384,784"
The Weeknd-Timeless,1,,162,,"1,384,240","1,384,240"
Dua Lipa-Falling Forever,1,,184,,"1,382,422","1,382,422"
Imagine Dragons-Wake Up,1,,178,,"1,381,014","1,381,014"
Hozier-Fare Well,1,,176,,"1,380,896","1,380,896"
Travis Scott-Don't Play,1,,184,,"1,380,858","1,380,858"
Lana Del Rey-Sweet,1,,135,,"1,380,789","1,380,789"
Zé Neto & Cristiano-Foi Intenso - Ao Vivo,1,,167,,"1,379,505","1,379,505"
King Princess-Fantastic (from the series Arcane League of Legends),1,,176,,"1,378,992","1,378,992"
Charli xcx-Everything is romantic featuring caroline polachek,1,,186,,"1,378,477","1,378,477"
Lil Uzi Vert-Fire Alarm,1,,159,,"1,377,900","1,377,900"
Bring Me The Horizon-LosT,1,,131,,"1,377,535","1,377,535"
Diplo-Wish - Trippie Mix,2,,128,,"804,649","1,377,277"
Peso Pluma-GAVILÁN II,1,,142,,"1,377,119","1,377,119"
Matuê-Imagina esse Cenário,1,,168,,"1,375,296","1,375,296"
Bon Iver-8 (circle),4,,152,,"376,360","1,374,324"
Kygo-Stars Will Align,1,,179,,"1,374,025","1,374,025"
Peso Pluma-77,1,,144,,"1,373,675","1,373,675"
Pop Smoke-Top Shotta,1,,77,,"1,372,844","1,372,844"
Twenty One Pilots-Backslide,1,,189,,"1,372,027","1,372,027"
Rauw Alejandro-Pasaporte,1,,192,,"1,372,021","1,372,021"
"Tyler, The Creator-STUNTMAN",1,,125,,"1,371,955","1,371,955"
The Cratez-Skifahren,2,,186,,"701,984","1,371,174"
KAROL G-GATITA GANGSTER,1,,127,,"1,369,739","1,369,739"
Morgan Wallen-Where'd That Girl Go,1,,174,,"1,368,866","1,368,866"
Mora-DIAMONDS,1,,121,,"1,368,679","1,368,679"
Rauw Alejandro-2:12 AM,1,,195,,"1,368,506","1,368,506"
Taylor Swift-New Romantics,1,,112,,"1,367,934","1,367,934"
Bausa-Wenn der Himmel weint,1,,166,,"1,366,802","1,366,802"
Lil Uzi Vert-Not An Option,1,,164,,"1,366,395","1,366,395"
Galantis-Lighter,1,,160,,"1,366,155","1,366,155"
Natanael Cano-La Lokerona,1,,161,,"1,366,111","1,366,111"
Tate McRae-No I'm not in love,1,,168,,"1,365,816","1,365,816"
Morgan Wallen-Missing,1,,175,,"1,364,847","1,364,847"
The Marías-Back To Me,1,,159,,"1,364,540","1,364,540"
ENHYPEN-XO (Only If You Say Yes),1,,193,,"1,363,326","1,363,326"
Lana Del Rey-Beautiful People Beautiful Problems,2,,105,,"851,838","1,363,279"
Summer Cem-Yallah Goodbye,2,,166,,"748,194","1,362,147"
j-hope-Intro,1,,76,,"1,361,668","1,361,668"
iSHi-Push It,7,,134,,"235,534","1,359,685"
Alex Warren-Burning Down,1,,197,,"1,359,321","1,359,321"
Tom Petty-I Won't Back Down,2,,82,,"883,222","1,358,898"
Tory Lanez-Do The Most,2,,182,,"703,185","1,357,889"
Lil Kleine-Krantenwijk,3,,192,,"476,537","1,357,576"
Morgan Wallen-Keith Whitley,1,,132,,"1,356,112","1,356,112"
Doja Cat-Wet Vagina,1,,138,,"1,356,084","1,356,084"
Maroon 5-She Will Be Loved,4,,158,,"510,179","1,355,815"
Linkin Park-Unshatter,1,,153,,"1,354,347","1,354,347"
Arctic Monkeys-Jet Skis On The Moat,1,,107,,"1,353,830","1,353,830"
Jin-With the Clouds,1,,181,,"1,353,699","1,353,699"
Brent Faiyaz-Trust,2,,194,,"680,561","1,353,382"
Electric Light Orchestra-Mr. Blue Sky,3,,182,,"460,314","1,353,265"
Yeat-Stand On It,1,,167,,"1,351,778","1,351,778"
Sfera Ebbasta-Complicato,1,,152,,"1,351,574","1,351,574"
Juan Magán-Vuelve,6,,181,,"237,745","1,351,440"
The Beatles-Get Back - Remastered,4,,110,,"567,321","1,351,409"
David Bowie-Sue (Or In a Season of Crime),3,,62,,"629,034","1,350,630"
Juice WRLD-Love Letter,1,,193,,"1,349,967","1,349,967"
TOMORROW X TOGETHER-Happy Fools,1,,112,,"1,349,619","1,349,619"
Sfera Ebbasta-Milano Bene,1,,155,,"1,348,814","1,348,814"
Mora-BIENVENIDA AL PARAÍSO,1,,120,,"1,348,345","1,348,345"
Tina Turner-Proud Mary,1,,131,,"1,348,159","1,348,159"
Eladio Carrion-Romeo y Julieta,1,,167,,"1,348,147","1,348,147"
